gene_short_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,score
a,2.9252446268707564,-0.4084881182221804,0.6961509489066072,-1.3922267125124808,0.16385375616049447,,0.7855435984617816
Abl,2.417753211607347,0.060599304915602024,0.6405642618257286,0.2550429690812847,0.798689911791415,,0.09762180108272862
abo,6.896915294980408,-0.2124206832288317,0.49549102204798257,-0.7485612097841772,0.45412171934709533,0.6963048184471267,0.34282772653544946
Acph-1,25.09547627890806,0.4390935176995942,0.321828355198226,1.6908232138860653,0.09087057215820249,0.25529077779127546,1.041576737443599
Act5C,2870.4382240285377,-0.7255869771610076,0.12719192593287237,-5.8692039877176105,4.378924078253137e-09,1.4338910826053432e-07,8.358632584536478
Act42A,889.6998346743127,-0.23598812627514013,0.20971791268739465,-1.2414458129436314,0.21444110398920602,0.4523397580957363,0.6686919655990062
Act57B,5.849215792994744,0.07307554827136745,2.1771085000606005,1.2185883566635016,,,
ade2,7.5240632722530725,-0.00013765325940957293,0.46344606380997255,-0.0024433040687991798,0.9980505273457976,0.9990944790768154,0.0008474715463030242
ade3,36.396623496953076,0.47260981951578773,0.2923959827334476,1.925443837717794,0.05417385574987539,0.17510410225691442,1.2662102529986963
Adf1,53.479864347383746,0.5867375310362796,0.24241877341116028,2.7059895604894715,0.006810118678465188,0.03507110079073096,2.1668453196652693
adp,6.164898402796624,0.2975377247569466,0.5388958095124624,1.009543292034999,0.31271415029712213,0.5683192050471878,0.5048524665123724
ald,5.46718541370655,0.5986385403341783,0.6715341548309801,1.707181148472484,0.08778838780628516,0.24915248902339804,1.0565629265218792
Ald,250.08368219426532,-0.6257159353169999,0.16411297756546467,-4.0072078059078535,6.14408013091065e-05,0.0006957945231448896,4.21154312888387
Ama,2.0233477073743944,-0.7629357806923577,1.2281233688292512,-2.0918870248079484,0.03644862305020594,,1.4383188737381294
amx,10.502539353603611,0.023729301019893886,0.41111123633764,0.0855099642010877,0.9318559742001244,0.9733141038229554,0.030651206147799863
Amy-d,48.7988792697079,-4.400046339834097,1.3212112031787437,-4.013527994735201,5.981790440067774e-05,0.0006807473645073851,4.223168805667182
Amy-p,142.95577630709613,-0.2832576115530266,0.6928651279024652,-1.8810007223916687,0.059971820574884004,0.18872365296049173,1.2220527670097325
AnxB9,419.7282440351446,-1.391474668575134,0.186606804164123,-7.6724312371099765,1.6876643811664985e-14,1.3622983876811435e-12,13.772713915470753
AnxB10,36.451022339009164,-0.622715894559198,0.281585144971136,-2.5453791910964507,0.010915912845689572,0.050639074772866007,1.9619399404615763
aop,7.40142735217457,-0.5037218523872194,0.5236335162892665,-1.5505649508480088,0.12100597699054816,0.31169702867101495,0.9171931775355802
ap,3.427949113514496,4.699177941861199,2.0628311532181973,2.426873248275611,0.015229575614688847,0.06574857830669775,1.81731219848712
RpLP0,2488.6239168623224,-0.573001928762671,0.289778132539243,-2.3411003547668434,0.019226998199863763,0.07877588161848659,1.7160885143572824
Appl,7.536631226249191,3.7368128571067714,1.0348118713742571,3.769853387165848,0.00016334347422753627,0.001645762551651026,3.7868982114400493
Aprt,56.70216660135953,-0.049632105132696884,0.2752561475373307,-0.22015238499593906,0.8257524781129226,0.9291573819681591,0.08315011430121311
Arl1,65.66633989246121,-0.30904021378004254,0.20038735116596593,-1.6934436424810286,0.09037105368523592,0.25450541772126073,1.043970654014378
Argk,80.77931667487817,0.5711075614109682,0.6759110736999734,1.7041951968048392,0.08834462626071636,0.2503217940824053,1.0538198621877233
arm,101.48413947961069,0.016285509525658628,0.25971980134937234,0.07214779158234419,0.9424842931116367,0.9785710384057706,0.025725878758015224
